country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Ukraine,UA,UKR,43733759,0,0,2020-03-02,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1037,2,2020-10-09,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,1046,28,2020-06-04,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2218,399,2020-04-20,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,459,10,2020-06-19,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1014,45,2020-08-19,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,6,3,2020-05-03,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,11,0,2020-05-25,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2718,273,2020-05-22,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,168,3,2020-07-23,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,1,2,2020-06-17,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,22,2,2020-08-24,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2,0,2020-03-18,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3838,186,2020-03-24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,437,84,2020-04-14,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-01-22,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,56,0,2020-09-02,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,37,0,2020-04-04,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,10,2,2020-07-10,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,31,2,2020-09-26,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,3101,45,2020-08-17,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-05-21,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,5,0,2020-03-17,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,29,3,2020-07-23,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,32,0,2020-03-19,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,179,1,2020-08-29,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-02-21,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-03-02,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,620,57,2020-05-16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,727,16,2020-06-30,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,2020-01-21,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,42,2,2020-09-24,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,0,2020-06-17,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-01-04,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-07-13,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,0,2020-07-01,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-13,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2074,1,2020-09-23,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,5,6,2020-06-25,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,201,3,2020-08-13,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,145,12,2020-06-10,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,22,0,2020-10-16,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,116,5,2020-09-04,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-02-21,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,279,1,2020-09-20,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2,0,2020-02-01,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-05-29,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-02-28,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-10,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-07-25,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,2020-01-29,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,265,36,2020-05-07,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,2020-09-23,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,2020-02-17,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-06-07,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,25,0,2020-10-14,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-06-08,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,233,6,2020-07-15,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2107,0,2020-09-07,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,417,9,2020-07-27,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,73,0,2020-06-11,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1345,2,2020-09-20,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-10,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-01-21,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2673,8,2020-10-02,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1850,19,2020-10-01,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-21,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-07-16,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,4,0,2020-08-24,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,17,0,2020-08-27,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-02-05,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,26,0,2020-07-25,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,115,1,2020-03-13,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,67,2,2020-07-05,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-01-26,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,151,3,2020-09-08,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,105,0,2020-03-23,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,18,0,2020-08-07,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-02-17,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,7,0,2020-05-03,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2,0,2020-06-16,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2020-02-16,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,8,0,2020-06-12,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,14,2,2020-04-29,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,3,0,2020-06-24,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,743,227,2020-05-09,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,73,6,2020-04-28,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-08-06,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-08-23,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,9,0,2020-06-02,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2,0,2020-04-28,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,2020-01-10,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-07-22,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,144,7,2020-07-13,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,126,0,2020-08-29,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,170,1,2020-03-23,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,2020-01-14,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,159,7,2020-05-13,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2020-06-28,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-06-21,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,79,0,2020-04-13,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,31,1,2020-04-30,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,2020-01-05,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,8439,23,2020-10-19,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-02-19,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-01-16,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,6,0,2020-03-26,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-05-23,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-02-29,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-12,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-01-17,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,49,2,2020-10-12,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-01-09,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-10-18,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-05-05,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-07-21,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,3,0,2020-06-11,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,115,0,2020-08-19,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,90,8,2020-07-17,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-02-18,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,16,0,2020-08-10,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,179,7,2020-09-06,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,914,23,2020-06-08,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,228,1,2020-10-18,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-01-15,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1484,254,2020-06-04,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,3052,328,2020-05-21,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,115,2,2020-04-10,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,40,0,2020-06-30,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-01-03,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-09-28,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2020-01-23,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,136,8,2020-06-25,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,52,1,2020-05-19,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,30,1,2020-09-06,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,2020-08-05,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-06-30,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,108,1,2020-10-04,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-02-27,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,333,8,2020-09-23,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-07-16,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,0,2020-06-19,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,5,0,2020-05-14,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-23,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,577,6,2020-07-12,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,150,2,2020-09-22,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,161,0,2020-07-03,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1724,4,2020-09-15,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,143,10,2020-09-15,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1581,56,2020-10-08,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2919,14,2020-09-11,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2989,8,2020-09-28,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,751,17,2020-07-23,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,108,3,2020-07-24,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1209,147,2020-05-08,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,90,9,2020-06-23,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,744,179,2020-05-12,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,1,0,2020-02-27,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,224,0,2020-07-14,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-01-12,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3602,9,2020-08-23,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2324,260,2020-04-27,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,4954,49,2020-03-26,"Epidemic intelligence, national daily data"
Faroes,,,48865,25,0,2020-03-20,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,19,0,2020-06-12,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,36,4,2020-08-04,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,456,0,2020-08-24,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-07-13,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,2020-01-31,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,951,4,2020-05-17,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,345,36,2020-04-08,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1629,55,2020-10-10,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,32,3,2020-08-17,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-01-16,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,8,0,2020-07-26,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,82,0,2020-07-10,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,141,6,2020-08-19,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,2020-03-10,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,24,0,2020-04-04,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-07-13,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-02-17,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,314,4,2020-08-19,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,1256,54,2020-08-27,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-08-10,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-06-02,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-01-18,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,2020-01-31,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-03-23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,292,1,2020-09-16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,783,5,2020-10-10,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,1,2020-02-15,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,78,2,2020-03-26,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,28,1,2020-04-25,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1303,15,2020-09-28,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-07-04,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,231,2,2020-09-02,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-02-09,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-02-25,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-01-20,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,4056,96,2020-04-10,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-08-31,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-01-08,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,3,0,2020-05-16,"Epidemic intelligence, national daily data"
